"_raw","_time","date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",dropped,eventtype,host,id,if,index,linecount,new,old,pid,process,punct,source,sourcetype,"splunk_server","splunk_server_group",timeendpos,timestartpos,uid,v
"Nov 21 08:07:01 10.0.200.1 Nov 21 17:06:48 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64263,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64304,80,0,S,2704885095,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:07:01.000+0000",8,21,7,november,1,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:07:00 10.0.200.1 Nov 21 17:06:47 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64262,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64305,80,0,S,1354634200,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:07:00.000+0000",8,21,7,november,0,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:07:00 10.0.200.1 Nov 21 17:06:47 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64261,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64304,80,0,S,2704885095,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:07:00.000+0000",8,21,7,november,0,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:07:00 10.0.200.1 Nov 21 17:06:47 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64260,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64305,80,0,S,1354634200,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:07:00.000+0000",8,21,7,november,0,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:07:00 10.0.200.1 Nov 21 17:06:47 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64259,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64304,80,0,S,2704885095,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:07:00.000+0000",8,21,7,november,0,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:59 10.0.200.1 Nov 21 17:06:46 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64258,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64305,80,0,S,1354634200,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:06:59.000+0000",8,21,6,november,59,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:59 10.0.200.1 Nov 21 17:06:46 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64257,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64304,80,0,S,2704885095,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:06:59.000+0000",8,21,6,november,59,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:59 10.0.200.1 Nov 21 17:06:46 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64256,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64305,80,0,S,1354634200,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:06:59.000+0000",8,21,6,november,59,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:59 10.0.200.1 Nov 21 17:06:46 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64255,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64304,80,0,S,2704885095,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:06:59.000+0000",8,21,6,november,59,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:54 10.0.200.1 Nov 21 17:06:41 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64254,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64303,80,0,S,1359244715,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:06:54.000+0000",8,21,6,november,54,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:54 10.0.200.1 Nov 21 17:06:41 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64253,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64303,80,0,S,1359244715,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:06:54.000+0000",8,21,6,november,54,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:53 10.0.200.1 Nov 21 17:06:40 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64252,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64303,80,0,S,1359244715,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:06:53.000+0000",8,21,6,november,53,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:53 10.0.200.1 Nov 21 17:06:40 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64251,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64303,80,0,S,1359244715,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:06:53.000+0000",8,21,6,november,53,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:52 10.0.200.1 Nov 21 17:06:39 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64250,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64303,80,0,S,1359244715,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:06:52.000+0000",8,21,6,november,52,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:52 10.0.200.1 Nov 21 17:06:39 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64249,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64302,80,0,S,3241686426,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:06:52.000+0000",8,21,6,november,52,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:51 10.0.200.1 Nov 21 17:06:38 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64248,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64302,80,0,S,3241686426,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:06:51.000+0000",8,21,6,november,51,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:51 10.0.200.1 Nov 21 17:06:38 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64247,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64301,80,0,S,2026496573,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:06:51.000+0000",8,21,6,november,51,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:51 10.0.200.1 Nov 21 17:06:38 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64246,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64302,80,0,S,3241686426,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:06:51.000+0000",8,21,6,november,51,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:50 10.0.200.1 Nov 21 17:06:37 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64245,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64301,80,0,S,2026496573,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:06:50.000+0000",8,21,6,november,50,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:50 10.0.200.1 Nov 21 17:06:37 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64244,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64302,80,0,S,3241686426,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:06:50.000+0000",8,21,6,november,50,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:50 10.0.200.1 Nov 21 17:06:37 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64243,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64301,80,0,S,2026496573,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:06:50.000+0000",8,21,6,november,50,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:50 10.0.200.1 Nov 21 17:06:37 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64242,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64302,80,0,S,3241686426,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:06:50.000+0000",8,21,6,november,50,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:49 10.0.200.1 Nov 21 17:06:36 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64241,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64301,80,0,S,2026496573,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:06:49.000+0000",8,21,6,november,49,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:49 10.0.200.1 Nov 21 17:06:36 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64240,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64301,80,0,S,2026496573,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:06:49.000+0000",8,21,6,november,49,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:46 10.0.200.1 Nov 21 17:06:33 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64239,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64300,80,0,S,2671377892,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:06:46.000+0000",8,21,6,november,46,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:46 10.0.200.1 Nov 21 17:06:33 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64238,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64300,80,0,S,2671377892,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:06:46.000+0000",8,21,6,november,46,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:45 10.0.200.1 Nov 21 17:06:32 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64237,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64300,80,0,S,2671377892,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:06:45.000+0000",8,21,6,november,45,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:45 10.0.200.1 Nov 21 17:06:32 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64236,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64300,80,0,S,2671377892,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:06:45.000+0000",8,21,6,november,45,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:44 10.0.200.1 Nov 21 17:06:31 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64235,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64300,80,0,S,2671377892,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:06:44.000+0000",8,21,6,november,44,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:42 10.0.200.1 Nov 21 17:06:29 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64234,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64299,80,0,S,2910933729,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:06:42.000+0000",8,21,6,november,42,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:42 10.0.200.1 Nov 21 17:06:29 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64233,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64299,80,0,S,2910933729,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:06:42.000+0000",8,21,6,november,42,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:42 10.0.200.1 Nov 21 17:06:29 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64232,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64298,80,0,S,1688423482,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:06:42.000+0000",8,21,6,november,42,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:41 10.0.200.1 Nov 21 17:06:28 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64231,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64299,80,0,S,2910933729,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:06:41.000+0000",8,21,6,november,41,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:41 10.0.200.1 Nov 21 17:06:28 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64230,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64298,80,0,S,1688423482,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:06:41.000+0000",8,21,6,november,41,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:41 10.0.200.1 Nov 21 17:06:28 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64229,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64299,80,0,S,2910933729,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:06:41.000+0000",8,21,6,november,41,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:41 10.0.200.1 Nov 21 17:06:28 ntpd[68593]: Soliciting pool server 240b:400d:3:3300:aeda:71da:9779:d8f1","2025-11-21T08:06:41.000+0000",8,21,6,november,41,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,68593,ntpd,"__::_...___::_[]:____:::::::","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:40 10.0.200.1 Nov 21 17:06:27 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64228,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64298,80,0,S,1688423482,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:06:40.000+0000",8,21,6,november,40,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:40 10.0.200.1 Nov 21 17:06:27 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64227,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64299,80,0,S,2910933729,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:06:40.000+0000",8,21,6,november,40,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:40 10.0.200.1 Nov 21 17:06:27 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64226,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64298,80,0,S,1688423482,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:06:40.000+0000",8,21,6,november,40,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:39 10.0.200.1 Nov 21 17:06:26 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64225,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64298,80,0,S,1688423482,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:06:39.000+0000",8,21,6,november,39,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:37 10.0.200.1 Nov 21 17:06:24 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64224,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64297,80,0,S,3959919559,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:06:37.000+0000",8,21,6,november,37,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:37 10.0.200.1 Nov 21 17:06:24 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64223,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64297,80,0,S,3959919559,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:06:37.000+0000",8,21,6,november,37,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:36 10.0.200.1 Nov 21 17:06:23 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64222,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64297,80,0,S,3959919559,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:06:36.000+0000",8,21,6,november,36,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:36 10.0.200.1 Nov 21 17:06:23 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64221,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64297,80,0,S,3959919559,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:06:36.000+0000",8,21,6,november,36,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:35 10.0.200.1 Nov 21 17:06:22 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64220,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64297,80,0,S,3959919559,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:06:35.000+0000",8,21,6,november,35,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:34 10.0.200.1 Nov 21 17:06:21 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64219,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64296,80,0,S,1835651348,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:06:34.000+0000",8,21,6,november,34,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:33 10.0.200.1 Nov 21 17:06:20 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64218,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64295,80,0,S,3526951884,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:06:33.000+0000",8,21,6,november,33,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:33 10.0.200.1 Nov 21 17:06:20 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64217,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64296,80,0,S,1835651348,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:06:33.000+0000",8,21,6,november,33,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:33 10.0.200.1 Nov 21 17:06:20 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64216,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64295,80,0,S,3526951884,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:06:33.000+0000",8,21,6,november,33,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:33 10.0.200.1 Nov 21 17:06:20 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64215,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64296,80,0,S,1835651348,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:06:33.000+0000",8,21,6,november,33,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
"Nov 21 08:06:32 10.0.200.1 Nov 21 17:06:19 filterlog[45725]: 126,,,1763541225,vmx3.2,match,pass,in,4,0x0,,128,64214,0,DF,6,tcp,52,10.0.102.3,10.44.44.44,64295,80,0,S,3526951884,,65535,,mss;nop;wscale;nop;nop;sackOK","2025-11-21T08:06:32.000+0000",8,21,6,november,32,friday,2025,local,,,"10.0.200.1",,,pfsense,1,,,45725,filterlog,"__::_...___::_[]:_,,,,.,,,,,,,,,,,,,,...,...,,,,,,","udp:514",syslog,splunk,,15,0,,
